Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,mTurkId,bfdConnect,cnnConnect,espConnect,foxConnect,hulConnect,igmConnect,nfxConnect,snpConnect,twtConnect,ytbConnect,primBSC,primPRM,primOE,primPurch,primNPS - Group,primNPS,primTraits - Groups - Choose up to 3 words,primTraits - Ranks - Choose up to 3 words - Friendly - Rank,primTraits - Ranks - Choose up to 3 words - Reliable - Rank,primTraits - Ranks - Choose up to 3 words - Caring - Rank,primTraits - Ranks - Choose up to 3 words - Trustworthy - Rank,primTraits - Ranks - Choose up to 3 words - Cool - Rank,primTraits - Ranks - Choose up to 3 words - Creative - Rank,primTraits - Ranks - Choose up to 3 words - Simple - Rank,primTraits - Ranks - Choose up to 3 words - Innovative - Rank,primTraits - Ranks - Choose up to 3 words - Convenient - Rank,primTraits - Ranks - Choose up to 3 words - Exclusive - Rank,primTraits - Ranks - Choose up to 3 words - Exciting - Rank,primDist,secBSC,secPRM,secOE,secPurch,secNPS - Group,secNPS,secTraits - Groups - Choose up to 3 words,secTraits - Ranks - Choose up to 3 words - Friendly - Rank,secTraits - Ranks - Choose up to 3 words - Reliable - Rank,secTraits - Ranks - Choose up to 3 words - Caring - Rank,secTraits - Ranks - Choose up to 3 words - Trustworthy - Rank,secTraits - Ranks - Choose up to 3 words - Cool - Rank,secTraits - Ranks - Choose up to 3 words - Creative - Rank,secTraits - Ranks - Choose up to 3 words - Simple - Rank,secTraits - Ranks - Choose up to 3 words - Innovative - Rank,secTraits - Ranks - Choose up to 3 words - Convenient - Rank,secTraits - Ranks - Choose up to 3 words - Exclusive - Rank,secTraits - Ranks - Choose up to 3 words - Exciting - Rank,secDist,Score,RVid,isNew,Score,GeoIP,Country,OldId,OldIDDate,Domain,FraudProfileScore,FPF1,FPF2,FPF3,FPF4,FPF5,FPF6,FPF7,FPF8,FPF9,FPF10,FPF11,FPF12,FPF13,FPF14,FraudFlagCount,RVIDHash2,isMobile,WhiteList,SurveyCode,DrillDown,Code1,Brand,Image,Code2,CompleteOverall
6/6/18 12:30,6/6/18 12:31,1,,100,103,1,6/6/18 12:31,R_3GwH0SQztQP9mWL,,,,,34.0565033,-118.4136047,preview,EN,A938687234,2,2,2,2,2,1,1,2,1,2,4,4,memories,1,3,9,"9,7,1",3,,,,,2,,1,,,,4,2,4,movies,1,3,9,"5,8",,,,,,,2,,1,,,4,3,BC33EB44-DD8F-4E61-B362-F067F4442ADA,FALSE,100,1,US,R_263zmV2mjIxc23y-1528313377285,6/6/18 15:25,cogentco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69d10f5cfcf315412fe6a0fcae2175c7302fcfd03421d95c10e8e94d99e52f4a,0,1,29763308,0,IGM,NETFLIX,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3HOJUmklJqZxtJj,NFX,1
6/6/18 12:35,6/6/18 12:40,1,,100,250,1,6/6/18 12:40,R_vVN2BBKJkzrQAj7,,,,,34.0565033,-118.4136047,preview,EN,fu,2,2,2,2,1,1,1,2,1,1,5,4,green,1,3,9,5,,,,,,,,,1,,,5,2,3,pictures,1,2,7,7,,,,,,1,,,,,,1,5,427B4840-5FF4-4136-9297-1214A2F93876,TRUE,0,1,US,0,1/1/0001 12:00:00 AM,cogentco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3d251999cc3f1d2cdc25b388184a8f2e1f308914f426c3d4b02e9114b2b3ede9,0,,47467464,0,HUL,INSTAGRAM,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d4gSyWlfTBIzKnz,IGM,1
6/6/18 12:38,6/6/18 12:41,1,,100,197,1,6/6/18 12:41,R_2CVuOxDCFxDIchs,,,,,34.0565033,-118.4136047,preview,EN,sdfsda,2,2,1,2,2,1,2,1,2,2,3,3,sports,1,1,4,"5,12,6",,,,,3,,,,1,,2,2,4,3,pictures,1,2,7,"1,6,5",1,,,,2,,,,3,,,3,3,01FCC6EC-B2ED-46F0-B71E-AA0E9221DF2A,FALSE,100,1,US,R_1nPKQ6TKbkEMyLt-1528313851445,6/6/18 15:33,cogentco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a690163564de3536b3748e48ffccb15e3ad8bc98b776e7f7f485d5f01056142d,0,1,69321139,0,ESP,INSTAGRAM,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d4gSyWlfTBIzKnz,IGM,1
6/6/18 17:07,6/6/18 17:07,0,68.63.12.89,100,20,1,6/6/18 17:07,R_1ocoh257r2QzQs3,,,,,31.15029907,-85.41139984,anonymous,EN,A7KLTVEIASF4J,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,E74ACCE9-99CC-4A07-9EB4-0E4DCE22FFBD,TRUE,0,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b0216c366e12ec8f511e9cc90e6341d9e8309f1963fa745472a650a717c20758,0,,38764856,0,,,,,1
6/6/18 17:07,6/6/18 17:08,0,73.230.121.97,100,67,1,6/6/18 17:08,R_2dL4ts5OtrEny2f,,,,,40.78489685,-77.84700012,anonymous,EN,A18SXC3JEN1O0U,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,D2C6AE69-E892-4450-8A1E-602EF5757EA3,TRUE,0,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d263bbccfbb310cc6b3952be574ab33f730edbee655e31a078a1266394e6b019,0,,48419854,0,,,,,1
6/6/18 17:07,6/6/18 17:08,0,174.55.89.139,100,79,1,6/6/18 17:09,R_2chi3fIjbIbbm60,,,,,39.7696991,-76.65630341,anonymous,EN,A1T208Y507O4RS,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A890332B-8E07-4B2D-86B4-10C9EA1CA144,TRUE,0,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b6cc5288ae5394b333de32a8af0717398ce0e32e67a779b6977980566f718f03,0,,48441105,0,,,,,1
6/6/18 17:09,6/6/18 17:09,0,50.250.149.131,100,39,1,6/6/18 17:09,R_10vgL64QKxJm4AV,,,,,38.87649536,-104.8287964,anonymous,EN,A313JEGCVV2UES,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,FE2541B5-0F5D-4091-9E06-668702FCBB1E,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,824d4c036a2698af2651c0bf5fa9599faf69b74497005df308f237500e722ab2,0,,88349465,0,,,,,1
6/6/18 17:08,6/6/18 17:09,0,73.37.114.204,100,103,1,6/6/18 17:09,R_30bAZeHhxpMBexl,,,,,45.54420471,-122.6430969,anonymous,EN,A1YXQDZYCKILTT,2,1,2,2,2,2,1,2,2,2,4,2,news,1,2,7,"11,2,9",,2,,,,,,3,,1,,2,4,2,Movies,1,2,8,"8,5,4",,,,3,,,1,,2,,,1,2,ECF4A322-516A-4538-926E-96A3E2DA1679,TRUE,0,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7c0150d574eec850acdd880341c2ebd95b12d0bdbe12f9c0fc70106375a96518,0,,79166212,0,CNN,NETFLIX,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3HOJUmklJqZxtJj,NFX,1
6/6/18 17:07,6/6/18 17:09,0,68.53.42.126,100,118,1,6/6/18 17:09,R_RUXEeWSL2FxjdMR,,,,,35.88960266,-86.31659698,anonymous,EN,A5KS7FL1E2RYE,2,2,2,2,2,2,1,2,2,2,3,4,Easy,1,3,10,"11,5,8",,,,,,,3,,2,1,,5,,,,,,,,,,,,,,,,,,,,1,CE05BE9C-E490-4502-BE47-7D51AF7ACF5F,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f2159df5fdcab8dc8006d58afe90035fcdb376fa2b6c790a0e6177e62d4b404f,0,,69516085,1,NFX,NETFLIX,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3HOJUmklJqZxtJj,,1
6/6/18 17:08,6/6/18 17:09,0,108.64.75.194,100,108,1,6/6/18 17:09,R_2xLipkRjiLhHd0P,,,,,38.11289978,-122.1331024,anonymous,EN,AJRY9ALX8069Y,2,2,2,2,1,1,1,2,1,1,3,4,movies,1,2,8,"6,7,1",3,,,,1,2,,,,,,4,5,5,art,1,3,10,"7,1,6",2,,,,3,1,,,,,,5,5,B8E7154B-3102-4116-900D-75248631C422,TRUE,0,1,US,0,1/1/0001 12:00:00 AM,att.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cf434030c0f1ce1b9711e40a095821f119e45f8bf23d94fae4af6fa0c2e92b21,0,,33948547,0,HUL,INSTAGRAM,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d4gSyWlfTBIzKnz,IGM,1
